"Fecha","Codigo","Concepto","Tipo","Documento","Oficina","Monto","Saldo"
21/01/2025,"001055","COBRO INTERBANCARIO RECIBIDO COMISION","D","0027151245","CENTRO SERVIC. OPERAT. SS. QTO","0.20","52,952.96"
21/01/2025,"001055","COBRO INTERBANCARIO RECIBIDO","D","0027124904","CENTRO SERVIC. OPERAT. SS. QTO","1,850.18","52,953.16"
21/01/2025,"001055","COBRO INTERBANCARIO RECIBIDO IVA","D","0027124904","CENTRO SERVIC. OPERAT. SS. QTO","0.03","54,803.34"
21/01/2025,"001055","COBRO INTERBANCARIO RECIBIDO COMISION","D","0027124904","CENTRO SERVIC. OPERAT. SS. QTO","0.20","54,803.37"
21/01/2025,"001055","10944912-SINOBALSA SA-PT-SANCHEZ DANNY C","D","0020746813","AG. NORTE","18,900.00","54,803.57"
21/01/2025,"001055","10944859-SINOBALSA SA-PT-SANCHEZ DANNY C","D","0020744548","AG. NORTE","20,000.00","73,703.57"
21/01/2025,"001055","10944526-SINOBALSA SA-PT-754 VERA PABLO","D","0017504834","AG. NORTE","2,031.03","93,703.57"
21/01/2025,"001055","10944261-SINOBALSA SA-PT-752 MEDINAJOSE","D","0017413229","AG. NORTE","2,580.87","95,734.60"
21/01/2025,"001055","10944316-SINOBALSA SA-PT-753 MEDINAJOSE","D","0017413256","AG. NORTE","2,624.26","98,315.47"
21/01/2025,"001055","10935295-SINOBALSA SA-PT-MULTAS GSF4669","D","0017413222","AG. NORTE","4,140.40","100,939.73"
21/01/2025,"001055","10944175-SINOBALSA SA-PT-751 MEDINAJOSE","D","0017418067","AG. NORTE","1,132.91","105,080.13"
21/01/2025,"001055","10883887-COSTO IVA CASH-PT-099323326900","D","0002696776","AG. NORTE","0.05","106,213.04"
21/01/2025,"001055","10883887-COSTO OPER CASH-PT-099323326900","D","0002696728","AG. NORTE","0.36","106,213.09"
21/01/2025,"001055","10935698-SINOBALSA SA-PT-749 ROBLES SAND","D","0000940440","AG. NORTE","1,587.26","106,213.45"
21/01/2025,"001055","10935687-SINOBALSA SA-PT-748 MEDINAJOSE","D","0000941074","AG. NORTE","2,120.22","107,800.71"
21/01/2025,"001055","10935499-SINOBALSA SA-PT-744 CUJILAN JOS","D","0000939718","AG. NORTE","2,766.37","109,920.93"
21/01/2025,"001055","10935738-SINOBALSA SA-PT-750  KUKUSH SHA","D","0000938663","AG. NORTE","3,000.00","112,687.30"
21/01/2025,"001055","10935615-SINOBALSA SA-PT-747 VERA PABLO","D","0000939189","AG. NORTE","1,998.42","115,687.30"
21/01/2025,"001055","10935571-SINOBALSA SA-PT-745 MOYAN FERNA","D","0000938266","AG. NORTE","1,869.67","117,685.72"
20/01/2025,"001055","10883765-COSTO IVA CASH-PT-099323326900","D","0058941524","AG. NORTE","0.05","119,555.39"
20/01/2025,"001055","10883765-COSTO OPER CASH-PT-099323326900","D","0058941501","AG. NORTE","0.36","119,555.44"
20/01/2025,"001055","10883592-COSTO IVA CASH-PT-099323326900","D","0058942061","AG. NORTE","0.05","119,555.80"
20/01/2025,"001055","10883592-COSTO OPER CASH-PT-099323326900","D","0058942036","AG. NORTE","0.36","119,555.85"
20/01/2025,"001055","10883532-COSTO IVA CASH-PT-099323326900","D","0058941310","AG. NORTE","0.05","119,556.21"
20/01/2025,"001055","10883532-COSTO OPER CASH-PT-099323326900","D","0058940885","AG. NORTE","0.36","119,556.26"
20/01/2025,"001055","10883273-COSTO IVA CASH-PT-099323326900","D","0058941189","AG. NORTE","0.05","119,556.62"
20/01/2025,"001055","10883273-COSTO OPER CASH-PT-099323326900","D","0058941174","AG. NORTE","0.36","119,556.67"
20/01/2025,"001055","10853848-COSTO IVA CASH-PT-099323326900","D","0058941016","AG. NORTE","0.05","119,557.03"
20/01/2025,"001055","10853848-COSTO OPER CASH-PT-099323326900","D","0058940992","AG. NORTE","0.36","119,557.08"
20/01/2025,"001055","10853792-COSTO IVA CASH-PT-099323326900","D","0058940526","AG. NORTE","2.83","119,557.44"
20/01/2025,"001055","10853792-COSTO OPER CASH-PT-099323326900","D","0058940506","AG. NORTE","18.90","119,560.27"
20/01/2025,"001055","10853792-COSTO IVA CASH-PT-099323326900","D","0058940483","AG. NORTE","0.96","119,579.17"
20/01/2025,"001055","10853792-COSTO OPER CASH-PT-099323326900","D","0058939851","AG. NORTE","6.42","119,580.13"
20/01/2025,"001055","10853696-COSTO IVA CASH-PT-099323326900","D","0058939794","AG. NORTE","0.05","119,586.55"
20/01/2025,"001055","10853696-COSTO OPER CASH-PT-099323326900","D","0058939777","AG. NORTE","0.36","119,586.60"
20/01/2025,"001055","10853696-COSTO IVA CASH-PT-099323326900","D","0058939699","AG. NORTE","0.11","119,586.96"
20/01/2025,"001055","10853696-COSTO OPER CASH-PT-099323326900","D","0058939679","AG. NORTE","0.71","119,587.07"
17/01/2025,"001055","10883887-SINOBALSA SA-PT-C017 CUJILAN JO","D","0049289118","AG. NORTE","900.90","119,587.78"
17/01/2025,"001055","10883273-SINOBALSA SA-PT-740 GUAMAN MEDA","D","0049290799","AG. NORTE","2,060.01","120,488.68"
17/01/2025,"001055","10883592-SINOBALSA SA-PT-742 LOPEZ DANNY","D","0049287946","AG. NORTE","1,099.04","122,548.69"
17/01/2025,"001055","10883765-SINOBALSA SA-PT-743 VERA PABLOF","D","0049287779","AG. NORTE","2,014.19","123,647.73"
17/01/2025,"001055","10883532-SINOBALSA SA-PT-741 GARCIA RODO","D","0049282441","AG. NORTE","3,923.00","125,661.92"
17/01/2025,"001055","10853848-SINOBALSA SA-PT-CERTIFICADOS CO","D","0017624691","AG. NORTE","221.13","129,584.92"
17/01/2025,"001055","10853792-SINOBALSA SA-PT-ROL ENER152025","D","0017608708","AG. NORTE","19,723.00","129,806.05"
17/01/2025,"001055","10853696-SINOBALSA SA-PT-3TRAB FABRICA E","D","0017608671","AG. NORTE","750.00","149,529.05"
17/01/2025,"001055","10829862-COSTO IVA CASH-PT-099323326900","D","0002584397","AG. NORTE","0.05","150,279.05"
17/01/2025,"001055","10829862-COSTO OPER CASH-PT-099323326900","D","0002584284","AG. NORTE","0.36","150,279.10"
17/01/2025,"001055","10829709-COSTO IVA CASH-PT-099323326900","D","0002582750","AG. NORTE","0.05","150,279.46"
17/01/2025,"001055","10829709-COSTO OPER CASH-PT-099323326900","D","0002582698","AG. NORTE","0.36","150,279.51"
17/01/2025,"001055","10828557-COSTO IVA CASH-PT-099323326900","D","0002583947","AG. NORTE","0.05","150,279.87"
17/01/2025,"001055","10828557-COSTO OPER CASH-PT-099323326900","D","0002582596","AG. NORTE","0.36","150,279.92"
17/01/2025,"001055","10828519-COSTO IVA CASH-PT-099323326900","D","0002582500","AG. NORTE","0.05","150,280.28"
17/01/2025,"001055","10828519-COSTO OPER CASH-PT-099323326900","D","0002583823","AG. NORTE","0.36","150,280.33"
17/01/2025,"001055","10828481-COSTO IVA CASH-PT-099323326900","D","0002582382","AG. NORTE","0.05","150,280.69"
17/01/2025,"001055","10828481-COSTO OPER CASH-PT-099323326900","D","0002583705","AG. NORTE","0.36","150,280.74"
16/01/2025,"001055","10829709-SINOBALSA SA-PT-738 ORTIZ CESAR","D","0029472950","AG. NORTE","1,991.56","150,281.10"
16/01/2025,"001055","10829862-SINOBALSA SA-PT-739 ESTRADA KAT","D","0029472889","AG. NORTE","1,881.52","152,272.66"
