"Fecha","Codigo","Concepto","Tipo","Documento","Oficina","Monto","Saldo"
25/09/2024,"001055","7687526-SINOBALSA SA-PT-461 MEDINA JOSE","D","0068942507","AG. NORTE","2,483.31","14,653.80"
25/09/2024,"001055","7686419-SINOBALSA SA-PT-480 VERDESOTO J","D","0068941517","AG. NORTE","1,533.26","17,137.11"
25/09/2024,"001055","7686670-SINOBALSA SA-PT-479 ESTRADA KAT","D","0068941485","AG. NORTE","1,530.21","18,670.37"
25/09/2024,"001055","7687752-SINOBALSA SA-PT-467 ZAMBRANO JO","D","0068942382","AG. NORTE","2,008.49","20,200.58"
25/09/2024,"001055","7673744-SINOBALSA SA-PT-454 MEDINA JOSE","D","0068941099","AG. NORTE","1,832.76","22,209.07"
25/09/2024,"001055","7669617-SINOBALSA SA-PT-466 dorado adri","D","0027463702","AG. NORTE","2,501.51","24,041.83"
25/09/2024,"001055","7668063-SINOBALSA SA-PT-devolucion de p","D","0027462224","AG. NORTE","9,000.00","26,543.34"
25/09/2024,"001055","7670779-SINOBALSA SA-PT-456 medina jose","D","0027370649","AG. NORTE","2,399.69","35,543.34"
25/09/2024,"001055","7669440-SINOBALSA SA-PT-465 dorado adri","D","0027371206","AG. NORTE","2,562.82","37,943.03"
25/09/2024,"001055","7671070-SINOBALSA SA-PT-455 medina jose","D","0027369847","AG. NORTE","2,436.32","40,505.85"
25/09/2024,"001045","07667173-CONDOREXPLOTAR-PT-099323326900","C","0015544082","AG. NORTE","40,000.00","42,942.17"
25/09/2024,"001055","7643769-SINOBALSA SA-PT-475 aguilar art","D","0008453867","AG. NORTE","4,623.13","2,942.17"
24/09/2024,"001045","07642439-CONDOREXPLOTAR-PT-099323326900","C","0025537750","AG. NORTE","6,300.00","7,565.30"
24/09/2024,"001055","07628128-COSTO IVA CASH-PT-099323326900","D","0003089815","AG. NORTE","0.05","1,265.30"
24/09/2024,"001055","07628128-COSTO OPER CASH-PT-099323326900","D","0003089761","AG. NORTE","0.36","1,265.35"
24/09/2024,"001055","07615183-COSTO IVA CASH-PT-099323326900","D","0003089560","AG. NORTE","0.05","1,265.71"
24/09/2024,"001055","07615183-COSTO OPER CASH-PT-099323326900","D","0003089504","AG. NORTE","0.36","1,265.76"
24/09/2024,"001055","07614987-COSTO IVA CASH-PT-099323326900","D","0003088986","AG. NORTE","0.05","1,266.12"
24/09/2024,"001055","07614987-COSTO OPER CASH-PT-099323326900","D","0003089158","AG. NORTE","0.36","1,266.17"
24/09/2024,"001055","07614770-COSTO IVA CASH-PT-099323326900","D","0003087854","AG. NORTE","0.05","1,266.53"
24/09/2024,"001055","07614770-COSTO OPER CASH-PT-099323326900","D","0003087800","AG. NORTE","0.36","1,266.58"
24/09/2024,"001055","07613400-COSTO IVA CASH-PT-099323326900","D","0003087608","AG. NORTE","0.05","1,266.94"
24/09/2024,"001055","07613400-COSTO OPER CASH-PT-099323326900","D","0003087540","AG. NORTE","0.36","1,266.99"
24/09/2024,"001055","07612227-COSTO IVA CASH-PT-099323326900","D","0003087361","AG. NORTE","0.05","1,267.35"
24/09/2024,"001055","07612227-COSTO OPER CASH-PT-099323326900","D","0003087303","AG. NORTE","0.36","1,267.40"
24/09/2024,"001055","07611486-COSTO IVA CASH-PT-099323326900","D","0003087117","AG. NORTE","0.05","1,267.76"
24/09/2024,"001055","07611486-COSTO OPER CASH-PT-099323326900","D","0003086932","AG. NORTE","0.36","1,267.81"
23/09/2024,"001055","7615183-SINOBALSA SA-PT-486 LOPEZ DANNY","D","0198345603","AG. NORTE","1,134.47","1,268.17"
23/09/2024,"001055","7614770-SINOBALSA SA-PT-477 MORALES ANG","D","0192452164","AG. NORTE","2,535.06","2,402.64"
23/09/2024,"001055","7613400-SINOBALSA SA-PT-f441 veliz axer","D","0192453300","AG. NORTE","2,089.77","4,937.70"
23/09/2024,"001055","7628128-SINOBALSA SA-PT-CHICA KEVIN BAJ","D","0192453070","AG. NORTE","2,523.00","7,027.47"
23/09/2024,"001055","7614987-SINOBALSA SA-PT-469 PALOMEQUE F","D","0192452139","AG. NORTE","2,404.10","9,550.47"
23/09/2024,"001045","07628512-CONDOREXPLOTAR-PT-099323326900","C","0191814899","AG. NORTE","10,000.00","11,954.57"
23/09/2024,"001055","COBRO INTERBANCARIO RECIBIDO","D","0164736946","CENTRO SERVIC. OPERAT. SS. QTO","2,864.15","1,954.57"
23/09/2024,"001055","COBRO INTERBANCARIO RECIBIDO IVA","D","0164736946","CENTRO SERVIC. OPERAT. SS. QTO","0.03","4,818.72"
23/09/2024,"001055","COBRO INTERBANCARIO RECIBIDO COMISION","D","0164736946","CENTRO SERVIC. OPERAT. SS. QTO","0.20","4,818.75"
23/09/2024,"001055","COBRO INTERBANCARIO RECIBIDO","D","0164736760","CENTRO SERVIC. OPERAT. SS. QTO","619.59","4,818.95"
23/09/2024,"001055","COBRO INTERBANCARIO RECIBIDO IVA","D","0164736760","CENTRO SERVIC. OPERAT. SS. QTO","0.03","5,438.54"
23/09/2024,"001055","COBRO INTERBANCARIO RECIBIDO COMISION","D","0164736760","CENTRO SERVIC. OPERAT. SS. QTO","0.20","5,438.57"
23/09/2024,"001055","7612227-SINOBALSA SA-PT-interquimic","D","0154796917","AG. NORTE","2,517.35","5,438.77"
23/09/2024,"001055","7611486-SINOBALSA SA-PT-442 PALOMEQUE F","D","0154796634","AG. NORTE","2,426.20","7,956.12"
23/09/2024,"001055","07550090-COSTO IVA CASH-PT-099323326900","D","0002599400","AG. NORTE","0.05","10,382.32"
23/09/2024,"001055","07550090-COSTO OPER CASH-PT-099323326900","D","0002599305","AG. NORTE","0.36","10,382.37"
23/09/2024,"001055","07550078-COSTO IVA CASH-PT-099323326900","D","0002598532","AG. NORTE","0.05","10,382.73"
23/09/2024,"001055","07550078-COSTO OPER CASH-PT-099323326900","D","0002598481","AG. NORTE","0.36","10,382.78"
23/09/2024,"001055","07550033-COSTO IVA CASH-PT-099323326900","D","0002597818","AG. NORTE","0.05","10,383.14"
23/09/2024,"001055","07550033-COSTO OPER CASH-PT-099323326900","D","0002597728","AG. NORTE","0.36","10,383.19"
23/09/2024,"001055","07549920-COSTO IVA CASH-PT-099323326900","D","0002598049","AG. NORTE","0.05","10,383.55"
23/09/2024,"001055","07549920-COSTO OPER CASH-PT-099323326900","D","0002597398","AG. NORTE","0.36","10,383.60"
23/09/2024,"001055","07549901-COSTO IVA CASH-PT-099323326900","D","0002596871","AG. NORTE","0.05","10,383.96"
23/09/2024,"001055","07549901-COSTO OPER CASH-PT-099323326900","D","0002597125","AG. NORTE","0.36","10,384.01"
23/09/2024,"001055","07549860-COSTO IVA CASH-PT-099323326900","D","0002596651","AG. NORTE","0.05","10,384.37"
23/09/2024,"001055","07549860-COSTO OPER CASH-PT-099323326900","D","0002596599","AG. NORTE","0.36","10,384.42"
23/09/2024,"001055","07549826-COSTO IVA CASH-PT-099323326900","D","0002595662","AG. NORTE","0.05","10,384.78"
23/09/2024,"001055","07549826-COSTO OPER CASH-PT-099323326900","D","0002595601","AG. NORTE","0.36","10,384.83"
23/09/2024,"001055","07549648-COSTO IVA CASH-PT-099323326900","D","0002596228","AG. NORTE","0.05","10,385.19"
23/09/2024,"001055","07549648-COSTO OPER CASH-PT-099323326900","D","0002596175","AG. NORTE","0.36","10,385.24"
23/09/2024,"001055","07548580-COSTO IVA CASH-PT-099323326900","D","0002595049","AG. NORTE","0.05","10,385.60"
23/09/2024,"001055","07548580-COSTO OPER CASH-PT-099323326900","D","0002594994","AG. NORTE","0.36","10,385.65"
23/09/2024,"001055","07520377-COSTO IVA CASH-PT-099323326900","D","0002594803","AG. NORTE","0.05","10,386.01"
23/09/2024,"001055","07520377-COSTO OPER CASH-PT-099323326900","D","0002593701","AG. NORTE","0.36","10,386.06"
20/09/2024,"001055","07548831-COSTO IVA CASH-PT-099323326900","D","0002981005","AG. NORTE","0.05","10,386.42"
20/09/2024,"001055","07548831-COSTO OPER CASH-PT-099323326900","D","0002979979","AG. NORTE","0.36","10,386.47"
20/09/2024,"001055","07522291-COSTO IVA CASH-PT-099323326900","D","0002980491","AG. NORTE","0.05","10,386.83"
20/09/2024,"001055","07522291-COSTO OPER CASH-PT-099323326900","D","0002980454","AG. NORTE","0.36","10,386.88"
20/09/2024,"001055","07520683-COSTO IVA CASH-PT-099323326900","D","0002979682","AG. NORTE","0.05","10,387.24"
20/09/2024,"001055","07520683-COSTO OPER CASH-PT-099323326900","D","0002980271","AG. NORTE","0.36","10,387.29"
20/09/2024,"001055","07520507-COSTO IVA CASH-PT-099323326900","D","0002979454","AG. NORTE","0.05","10,387.65"
20/09/2024,"001055","07520507-COSTO OPER CASH-PT-099323326900","D","0002980081","AG. NORTE","0.36","10,387.70"
20/09/2024,"001055","07520399-COSTO IVA CASH-PT-099323326900","D","0002978939","AG. NORTE","0.05","10,388.06"
20/09/2024,"001055","07520399-COSTO OPER CASH-PT-099323326900","D","0002979258","AG. NORTE","0.36","10,388.11"
20/09/2024,"001055","07520360-COSTO IVA CASH-PT-099323326900","D","0002979003","AG. NORTE","0.05","10,388.47"
20/09/2024,"001055","07520360-COSTO OPER CASH-PT-099323326900","D","0002978599","AG. NORTE","0.36","10,388.52"
20/09/2024,"001055","07520209-COSTO IVA CASH-PT-099323326900","D","0002977781","AG. NORTE","0.05","10,388.88"
20/09/2024,"001055","07520209-COSTO OPER CASH-PT-099323326900","D","0002977747","AG. NORTE","0.36","10,388.93"
20/09/2024,"001055","07520197-COSTO IVA CASH-PT-099323326900","D","0002978261","AG. NORTE","0.05","10,389.29"
20/09/2024,"001055","07520197-COSTO OPER CASH-PT-099323326900","D","0002977568","AG. NORTE","0.36","10,389.34"
20/09/2024,"001055","07520178-COSTO IVA CASH-PT-099323326900","D","0002977377","AG. NORTE","0.05","10,389.70"
20/09/2024,"001055","07520178-COSTO OPER CASH-PT-099323326900","D","0002976982","AG. NORTE","0.36","10,389.75"
20/09/2024,"001055","07520098-COSTO IVA CASH-PT-099323326900","D","0002977183","AG. NORTE","1.44","10,390.11"
20/09/2024,"001055","07520098-COSTO OPER CASH-PT-099323326900","D","0002977151","AG. NORTE","9.63","10,391.55"
20/09/2024,"001055","07520098-COSTO IVA CASH-PT-099323326900","D","0002957878","AG. NORTE","0.37","10,401.18"
20/09/2024,"001055","07520098-COSTO OPER CASH-PT-099323326900","D","0002958670","AG. NORTE","2.50","10,401.55"
20/09/2024,"001055","07520098-COSTO IVA CASH-PT-099323326900","D","0002957555","AG. NORTE","0.05","10,404.05"
20/09/2024,"001055","07520098-COSTO OPER CASH-PT-099323326900","D","0002958334","AG. NORTE","0.36","10,404.10"
20/09/2024,"001055","07454814-COSTO IVA CASH-PT-099323326900","D","0002958106","AG. NORTE","0.05","10,404.46"
20/09/2024,"001055","07454814-COSTO OPER CASH-PT-099323326900","D","0002958036","AG. NORTE","0.36","10,404.51"
20/09/2024,"001055","07454814-COSTO IVA CASH-PT-099323326900","D","0002956725","AG. NORTE","0.16","10,404.87"
20/09/2024,"001055","07454814-COSTO OPER CASH-PT-099323326900","D","0002956633","AG. NORTE","1.07","10,405.03"
20/09/2024,"001055","7550033-SINOBALSA SA-PT-450 medina jose","D","0001242239","AG. NORTE","2,708.25","10,406.10"
20/09/2024,"001055","7550078-SINOBALSA SA-PT-462 verdesoto j","D","0001239673","AG. NORTE","1,829.93","13,114.35"
20/09/2024,"001055","7550090-SINOBALSA SA-PT-l007 alava glad","D","0001240359","AG. NORTE","984.00","14,944.28"
20/09/2024,"001055","7549920-SINOBALSA SA-PT-449 medina jose","D","0001237724","AG. NORTE","2,534.42","15,928.28"
20/09/2024,"001055","7549648-SINOBALSA SA-PT-463 baque dylan","D","0001238135","AG. NORTE","463.14","18,462.70"
20/09/2024,"001055","7549826-SINOBALSA SA-PT-442 palomeque f","D","0001238111","AG. NORTE","2,631.91","18,925.84"
20/09/2024,"001055","7549901-SINOBALSA SA-PT-447 medina jose","D","0001236393","AG. NORTE","2,050.45","21,557.75"
20/09/2024,"001055","7549860-SINOBALSA SA-PT-444 palomeque f","D","0001235276","AG. NORTE","2,499.78","23,608.20"
19/09/2024,"001055","7548831-SINOBALSA SA-PT-452 palomeque f","D","0073868946","AG. NORTE","2,398.86","26,107.98"
19/09/2024,"001055","7520507-SINOBALSA SA-PT-472 vargas lisa","D","0073715552","AG. NORTE","1,958.68","28,506.84"
19/09/2024,"001055","7548580-SINOBALSA SA-PT-414 PLUAS TITO","D","0073715472","AG. NORTE","285.13","30,465.52"
19/09/2024,"001055","7520377-SINOBALSA SA-PT-464 guaman meda","D","0073714658","AG. NORTE","2,610.79","30,750.65"
19/09/2024,"001055","7520683-SINOBALSA SA-PT-474 AGUILAR ART","D","0073714611","AG. NORTE","2,363.34","33,361.44"
19/09/2024,"001045","07546645-CONDOREXPLOTAR-PT-099323326900","C","0067403785","AG. NORTE","35,000.00","35,724.78"
19/09/2024,"001045","7520098-SINOBALSA SA-PT-roles sept 15","C","0059072550","AG. NORTE","292.20","724.78"
19/09/2024,"001055","7520360-SINOBALSA SA-PT-448 GUAMAN MEDA","D","0020868458","AG. NORTE","1,559.84","432.58"
19/09/2024,"001055","7520399-SINOBALSA SA-PT-457 guaman meda","D","0020868302","AG. NORTE","2,240.95","1,992.42"
19/09/2024,"001055","7520098-SINOBALSA SA-PT-roles sept 15","D","0020740912","AG. NORTE","9,835.00","4,233.37"
19/09/2024,"001055","7522291-SINOBALSA SA-PT-440 lopez danny","D","0020741163","AG. NORTE","2,331.33","14,068.37"
19/09/2024,"001055","7520197-SINOBALSA SA-PT-424 ESTRADA KAT","D","0020740585","AG. NORTE","1,482.01","16,399.70"
19/09/2024,"001055","7520178-SINOBALSA SA-PT-431 dorado adri","D","0020740480","AG. NORTE","2,723.43","17,881.71"
19/09/2024,"001055","7520209-SINOBALSA SA-PT-430 dorado kath","D","0020739487","AG. NORTE","2,429.00","20,605.14"
19/09/2024,"001055","7454814-SINOBALSA SA-PT-roles 15nasept","D","0020738339","AG. NORTE","1,149.00","23,034.14"
19/09/2024,"001045","07520127-CONDOREXPLOTAR-PT-099323326900","C","0005399858","AG. NORTE","20,000.00","24,183.14"
18/09/2024,"001055","07454847-COSTO IVA CASH-PT-099323326900","D","0003508740","AG. NORTE","0.05","4,183.14"
18/09/2024,"001055","07454847-COSTO OPER CASH-PT-099323326900","D","0003508652","AG. NORTE","0.36","4,183.19"
18/09/2024,"001055","07454741-COSTO IVA CASH-PT-099323326900","D","0003508384","AG. NORTE","0.05","4,183.55"
18/09/2024,"001055","07454741-COSTO OPER CASH-PT-099323326900","D","0003508325","AG. NORTE","0.36","4,183.60"
18/09/2024,"001055","07454682-COSTO IVA CASH-PT-099323326900","D","0003507569","AG. NORTE","0.05","4,183.96"
18/09/2024,"001055","07454682-COSTO OPER CASH-PT-099323326900","D","0003507498","AG. NORTE","0.36","4,184.01"
18/09/2024,"001055","07454625-COSTO IVA CASH-PT-099323326900","D","0003506720","AG. NORTE","0.05","4,184.37"
18/09/2024,"001055","07454625-COSTO OPER CASH-PT-099323326900","D","0003506653","AG. NORTE","0.36","4,184.42"
18/09/2024,"001055","07454591-COSTO IVA CASH-PT-099323326900","D","0003505886","AG. NORTE","0.05","4,184.78"
18/09/2024,"001055","07454591-COSTO OPER CASH-PT-099323326900","D","0003506387","AG. NORTE","0.36","4,184.83"
18/09/2024,"001055","07454559-COSTO IVA CASH-PT-099323326900","D","0003505596","AG. NORTE","0.05","4,185.19"
18/09/2024,"001055","07454559-COSTO OPER CASH-PT-099323326900","D","0003505515","AG. NORTE","0.36","4,185.24"
18/09/2024,"001055","07454525-COSTO IVA CASH-PT-099323326900","D","0003505233","AG. NORTE","0.05","4,185.60"
18/09/2024,"001055","07454525-COSTO OPER CASH-PT-099323326900","D","0003504698","AG. NORTE","0.36","4,185.65"
17/09/2024,"001055","07434363-COSTO IVA CASH-PT-099323326900","D","0003914614","AG. NORTE","0.05","4,186.01"
17/09/2024,"001055","07434363-COSTO OPER CASH-PT-099323326900","D","0003914531","AG. NORTE","0.36","4,186.06"
17/09/2024,"001055","07432942-COSTO IVA CASH-PT-099323326900","D","0003914000","AG. NORTE","0.05","4,186.42"
17/09/2024,"001055","07432942-COSTO OPER CASH-PT-099323326900","D","0003914172","AG. NORTE","0.36","4,186.47"
17/09/2024,"001055","07432351-COSTO IVA CASH-PT-099323326900","D","0003913626","AG. NORTE","0.05","4,186.83"
17/09/2024,"001055","07432351-COSTO OPER CASH-PT-099323326900","D","0003912821","AG. NORTE","0.36","4,186.88"
17/09/2024,"001055","07368175-COSTO IVA CASH-PT-099323326900","D","0003912498","AG. NORTE","0.05","4,187.24"
17/09/2024,"001055","07368175-COSTO OPER CASH-PT-099323326900","D","0003912434","AG. NORTE","0.36","4,187.29"
17/09/2024,"001055","7454847-SINOBALSA SA-PT-DIFERENCIA ENER","D","0001380399","AG. NORTE","9.97","4,187.65"
17/09/2024,"001055","7454682-SINOBALSA SA-PT-470 palomeque f","D","0001377270","AG. NORTE","2,465.61","4,197.62"
17/09/2024,"001055","7454741-SINOBALSA SA-PT-459 caceres low","D","0001376345","AG. NORTE","3,598.03","6,663.23"
17/09/2024,"001055","7454559-SINOBALSA SA-PT-468 palomeque f","D","0001373601","AG. NORTE","2,481.21","10,261.26"
17/09/2024,"001055","7454625-SINOBALSA SA-PT-471 palomeque f","D","0001374089","AG. NORTE","2,380.64","12,742.47"
17/09/2024,"001055","7454591-SINOBALSA SA-PT-473 palomeque f","D","0001373115","AG. NORTE","2,331.79","15,123.11"
17/09/2024,"001055","7454525-SINOBALSA SA-PT-463 baque dylan","D","0001373058","AG. NORTE","2,315.26","17,454.90"
16/09/2024,"001045","TRANSFERENCIA INTERBANCARIA RECIBIDA","C","0218666096","CENTRO SERVIC. OPERAT. SS. QTO","5,000.00","19,770.16"
16/09/2024,"001055","7432351-SINOBALSA SA-PT-nolimit interne","D","0188440195","AG. NORTE","30.80","14,770.16"
16/09/2024,"001055","7434363-SINOBALSA SA-PT-compra de lubri","D","0188439819","AG. NORTE","1,000.00","14,800.96"
16/09/2024,"001055","7432942-SINOBALSA SA-PT-energia septiem","D","0188439385","AG. NORTE","6,337.39","15,800.96"
16/09/2024,"001045","7368175-SINOBALSA SA-PT-441 veliz leon","C","0177178543","AG. NORTE","2,089.77","22,138.35"
16/09/2024,"001055","7368175-SINOBALSA SA-PT-441 veliz leon","D","0174572804","AG. NORTE","2,089.77","20,048.58"
16/09/2024,"001055","07352703-COSTO IVA CASH-PT-099323326900","D","0003183689","AG. NORTE","0.05","22,138.35"
16/09/2024,"001055","07352703-COSTO OPER CASH-PT-099323326900","D","0003184549","AG. NORTE","0.36","22,138.40"
16/09/2024,"001055","07352657-COSTO IVA CASH-PT-099323326900","D","0003184307","AG. NORTE","0.05","22,138.76"
16/09/2024,"001055","07352657-COSTO OPER CASH-PT-099323326900","D","0003183294","AG. NORTE","0.36","22,138.81"
16/09/2024,"001055","07352635-COSTO IVA CASH-PT-099323326900","D","0003183010","AG. NORTE","0.05","22,139.17"
16/09/2024,"001055","07352635-COSTO OPER CASH-PT-099323326900","D","0003181862","AG. NORTE","0.36","22,139.22"
16/09/2024,"001055","07352587-COSTO IVA CASH-PT-099323326900","D","0003181541","AG. NORTE","0.05","22,139.58"
16/09/2024,"001055","07352587-COSTO OPER CASH-PT-099323326900","D","0003182446","AG. NORTE","0.36","22,139.63"
13/09/2024,"001055","7352657-SINOBALSA SA-PT-451 palomeque f","D","0012480456","AG. NORTE","2,032.51","22,139.99"
13/09/2024,"001055","7352635-SINOBALSA SA-PT-452 palomeque f","D","0012479181","AG. NORTE","2,485.94","24,172.50"
13/09/2024,"001055","7352587-SINOBALSA SA-PT-439 lopez danny","D","0012479134","AG. NORTE","1,156.27","26,658.44"
13/09/2024,"001055","7352703-SINOBALSA SA-PT-435 dorado adri","D","0012478530","AG. NORTE","2,348.95","27,814.71"
13/09/2024,"001055","07236025-COSTO IVA CASH-PT-099323326900","D","0002571974","AG. NORTE","0.05","30,163.66"
13/09/2024,"001055","07236025-COSTO OPER CASH-PT-099323326900","D","0002572252","AG. NORTE","0.36","30,163.71"
12/09/2024,"001045","7236025-SINOBALSA SA-PT-441 velez axer","C","0080076207","AG. NORTE","2,089.77","30,164.07"
12/09/2024,"001055","7236025-SINOBALSA SA-PT-441 velez axer","D","0079356936","AG. NORTE","2,089.77","28,074.30"
12/09/2024,"001045","07325897-CONDOREXPLOTAR-PT-099323326900","C","0021064892","AG. NORTE","30,000.00","30,164.07"
12/09/2024,"001055","07235649-COSTO IVA CASH-PT-099323326900","D","0002487201","AG. NORTE","0.05","164.07"
12/09/2024,"001055","07235649-COSTO OPER CASH-PT-099323326900","D","0002487055","AG. NORTE","0.36","164.12"
12/09/2024,"001055","07234569-COSTO IVA CASH-PT-099323326900","D","0002486535","AG. NORTE","0.05","164.48"
12/09/2024,"001055","07234569-COSTO OPER CASH-PT-099323326900","D","0002486507","AG. NORTE","0.36","164.53"
12/09/2024,"001055","07234240-COSTO IVA CASH-PT-099323326900","D","0002485836","AG. NORTE","0.05","164.89"
12/09/2024,"001055","07234240-COSTO OPER CASH-PT-099323326900","D","0002485817","AG. NORTE","0.36","164.94"
12/09/2024,"001055","07234086-COSTO IVA CASH-PT-099323326900","D","0002486265","AG. NORTE","0.05","165.30"
12/09/2024,"001055","07234086-COSTO OPER CASH-PT-099323326900","D","0002485689","AG. NORTE","0.36","165.35"
12/09/2024,"001055","07233910-COSTO IVA CASH-PT-099323326900","D","0002485531","AG. NORTE","0.05","165.71"
12/09/2024,"001055","07233910-COSTO OPER CASH-PT-099323326900","D","0002485491","AG. NORTE","0.36","165.76"
12/09/2024,"001055","07233683-COSTO IVA CASH-PT-099323326900","D","0002484892","AG. NORTE","0.05","166.12"
12/09/2024,"001055","07233683-COSTO OPER CASH-PT-099323326900","D","0002484855","AG. NORTE","0.36","166.17"
12/09/2024,"001055","07233164-COSTO IVA CASH-PT-099323326900","D","0002484717","AG. NORTE","0.05","166.53"
12/09/2024,"001055","07233164-COSTO OPER CASH-PT-099323326900","D","0002485120","AG. NORTE","0.36","166.58"
12/09/2024,"001055","07231333-COSTO IVA CASH-PT-099323326900","D","0002483891","AG. NORTE","0.05","166.94"
12/09/2024,"001055","07231333-COSTO OPER CASH-PT-099323326900","D","0002484455","AG. NORTE","0.36","166.99"
12/09/2024,"001055","07230969-COSTO IVA CASH-PT-099323326900","D","0002483712","AG. NORTE","0.05","167.35"
12/09/2024,"001055","07230969-COSTO OPER CASH-PT-099323326900","D","0002484270","AG. NORTE","0.36","167.40"
11/09/2024,"001055","7231333-SINOBALSA SA-PT-418 penafiel","D","0001225429","AG. NORTE","1,843.00","167.76"
11/09/2024,"001055","7235649-SINOBALSA SA-PT-c005 castro jos","D","0001223999","AG. NORTE","165.32","2,010.76"
11/09/2024,"001055","7233910-SINOBALSA SA-PT-419 zambrano ro","D","0001223918","AG. NORTE","2,103.03","2,176.08"
