"Fecha","Codigo","Concepto","Tipo","Documento","Oficina","Monto","Saldo"
28/10/2024,"001055","8515359-SINOBALSA SA-PT-545 VERA PABLO","D","0081196579","AG. NORTE","2,146.91","56,548.36"
28/10/2024,"001055","8335871-SINOBALSA SA-PT-C011 PALOMEQUE","D","0081195876","AG. NORTE","1,388.00","58,695.27"
28/10/2024,"001055","8336183-SINOBALSA SA-PT-540 GUJILAN WIL","D","0081194427","AG. NORTE","1,964.28","60,083.27"
28/10/2024,"001055","8195575-SINOBALSA SA-PT-536 LOPEZ DANNY","D","0081195197","AG. NORTE","989.00","62,047.55"
28/10/2024,"001331","DB AH PROGRAMADO","D","0003099578","AGENCIA PARA PROCESOS BATCH","1,500.00","63,036.55"
22/10/2024,"001055","COBRO INTERBANCARIO RECIBIDO","D","0027039047","CENTRO SERVIC. OPERAT. SS. QTO","18.09","64,536.55"
22/10/2024,"001055","COBRO INTERBANCARIO RECIBIDO IVA","D","0027039047","CENTRO SERVIC. OPERAT. SS. QTO","0.03","64,554.64"
22/10/2024,"001055","COBRO INTERBANCARIO RECIBIDO COMISION","D","0027039047","CENTRO SERVIC. OPERAT. SS. QTO","0.20","64,554.67"
22/10/2024,"001055","COBRO INTERBANCARIO RECIBIDO","D","0026891958","CENTRO SERVIC. OPERAT. SS. QTO","1,309.09","64,554.87"
22/10/2024,"001055","COBRO INTERBANCARIO RECIBIDO IVA","D","0026891958","CENTRO SERVIC. OPERAT. SS. QTO","0.03","65,863.96"
22/10/2024,"001055","COBRO INTERBANCARIO RECIBIDO COMISION","D","0026891958","CENTRO SERVIC. OPERAT. SS. QTO","0.20","65,863.99"
22/10/2024,"001055","08381709-COSTO IVA CASH-PT-099323326900","D","0003207722","AG. NORTE","0.37","65,864.19"
22/10/2024,"001055","08381709-COSTO OPER CASH-PT-099323326900","D","0003206417","AG. NORTE","2.50","65,864.56"
22/10/2024,"001055","08381709-COSTO IVA CASH-PT-099323326900","D","0003206261","AG. NORTE","0.05","65,867.06"
22/10/2024,"001055","08381709-COSTO OPER CASH-PT-099323326900","D","0003207448","AG. NORTE","0.36","65,867.11"
22/10/2024,"001055","08381708-COSTO IVA CASH-PT-099323326900","D","0003207275","AG. NORTE","0.05","65,867.47"
22/10/2024,"001055","08381708-COSTO OPER CASH-PT-099323326900","D","0003207236","AG. NORTE","0.36","65,867.52"
22/10/2024,"001055","08381708-COSTO IVA CASH-PT-099323326900","D","0003207085","AG. NORTE","0.16","65,867.88"
22/10/2024,"001055","08381708-COSTO OPER CASH-PT-099323326900","D","0003205813","AG. NORTE","1.07","65,868.04"
22/10/2024,"001055","08381707-COSTO IVA CASH-PT-099323326900","D","0003206900","AG. NORTE","0.32","65,869.11"
22/10/2024,"001055","08381707-COSTO OPER CASH-PT-099323326900","D","0003206847","AG. NORTE","2.14","65,869.43"
22/10/2024,"001055","08381707-COSTO IVA CASH-PT-099323326900","D","0003204560","AG. NORTE","0.05","65,871.57"
22/10/2024,"001055","08381707-COSTO OPER CASH-PT-099323326900","D","0003204510","AG. NORTE","0.36","65,871.62"
22/10/2024,"001055","08381707-COSTO IVA CASH-PT-099323326900","D","0003205220","AG. NORTE","0.05","65,871.98"
22/10/2024,"001055","08381707-COSTO OPER CASH-PT-099323326900","D","0003205173","AG. NORTE","0.36","65,872.03"
21/10/2024,"001045","8381707-SINOBALSA SA-PT-ROL 15OCT DIFER","C","0114996213","AG. NORTE","22.50","65,872.39"
21/10/2024,"001055","8381707-SINOBALSA SA-PT-ROL 15OCT DIFER","D","0053187324","AG. NORTE","224.40","65,849.89"
21/10/2024,"001055","8381708-SINOBALSA SA-PT-ROL 15OCT TRABA","D","0053187319","AG. NORTE","941.00","66,074.29"
21/10/2024,"001055","8381709-SINOBALSA SA-PT-ROL15OCT DIFE E","D","0053186609","AG. NORTE","1,119.90","67,015.29"
18/10/2024,"051072","PAGO CHEQUE","D","0000000516","GUAYAQUIL TORRES PICHINCHA","18,300.00","68,135.19"
18/10/2024,"001055","08307932-COSTO IVA CASH-PT-099323326900","D","0002635817","AG. NORTE","1.76","86,435.19"
18/10/2024,"001055","08307932-COSTO OPER CASH-PT-099323326900","D","0002635776","AG. NORTE","11.77","86,436.95"
18/10/2024,"001055","08307932-COSTO IVA CASH-PT-099323326900","D","0002635713","AG. NORTE","0.48","86,448.72"
18/10/2024,"001055","08307932-COSTO OPER CASH-PT-099323326900","D","0002635694","AG. NORTE","3.21","86,449.20"
18/10/2024,"001055","08307754-COSTO IVA CASH-PT-099323326900","D","0002637081","AG. NORTE","0.05","86,452.41"
18/10/2024,"001055","08307754-COSTO OPER CASH-PT-099323326900","D","0002635504","AG. NORTE","0.36","86,452.46"
18/10/2024,"001055","08298805-COSTO IVA CASH-PT-099323326900","D","0002634963","AG. NORTE","0.05","86,452.82"
18/10/2024,"001055","08298805-COSTO OPER CASH-PT-099323326900","D","0002635281","AG. NORTE","0.36","86,452.87"
18/10/2024,"001055","08289095-COSTO IVA CASH-PT-099323326900","D","0002635083","AG. NORTE","0.05","86,453.23"
18/10/2024,"001055","08289095-COSTO OPER CASH-PT-099323326900","D","0002633358","AG. NORTE","0.36","86,453.28"
18/10/2024,"001055","08288832-COSTO IVA CASH-PT-099323326900","D","0002633284","AG. NORTE","0.05","86,453.64"
18/10/2024,"001055","08288832-COSTO OPER CASH-PT-099323326900","D","0002634550","AG. NORTE","0.36","86,453.69"
18/10/2024,"001055","08288452-COSTO IVA CASH-PT-099323326900","D","0002634351","AG. NORTE","0.05","86,454.05"
18/10/2024,"001055","08288452-COSTO OPER CASH-PT-099323326900","D","0002634291","AG. NORTE","0.36","86,454.10"
18/10/2024,"001055","08288323-COSTO IVA CASH-PT-099323326900","D","0002632818","AG. NORTE","0.05","86,454.46"
18/10/2024,"001055","08288323-COSTO OPER CASH-PT-099323326900","D","0002632773","AG. NORTE","0.36","86,454.51"
18/10/2024,"001055","08287773-COSTO IVA CASH-PT-099323326900","D","0002634001","AG. NORTE","0.05","86,454.87"
18/10/2024,"001055","08287773-COSTO OPER CASH-PT-099323326900","D","0002633951","AG. NORTE","0.36","86,454.92"
18/10/2024,"001055","08287696-COSTO IVA CASH-PT-099323326900","D","0002633903","AG. NORTE","0.05","86,455.28"
18/10/2024,"001055","08287696-COSTO OPER CASH-PT-099323326900","D","0002633873","AG. NORTE","0.36","86,455.33"
18/10/2024,"001055","08287355-COSTO IVA CASH-PT-099323326900","D","0002632392","AG. NORTE","0.05","86,455.69"
18/10/2024,"001055","08287355-COSTO OPER CASH-PT-099323326900","D","0002633723","AG. NORTE","0.36","86,455.74"
17/10/2024,"001055","8307754-SINOBALSA SA-PT-PORTEO 4X40 633","D","0027680175","AG. NORTE","525.62","86,456.10"
17/10/2024,"001055","8307932-SINOBALSA SA-PT-ROLES OCT 15","D","0027679754","AG. NORTE","11,562.40","86,981.72"
17/10/2024,"001055","8298805-SINOBALSA SA-PT-TURNO 4X40 BLAS","D","0013447621","AG. NORTE","144.90","98,544.12"
17/10/2024,"001055","8287773-SINOBALSA SA-PT-531 KUKUSH SHAU","D","0012227830","AG. NORTE","3,008.01","98,689.02"
17/10/2024,"001055","8288323-SINOBALSA SA-PT-535 VERA PABLO","D","0012220792","AG. NORTE","2,145.03","101,697.03"
17/10/2024,"001055","8287355-SINOBALSA SA-PT-524 ZAMBRANO JH","D","0012220561","AG. NORTE","2,113.34","103,842.06"
17/10/2024,"001055","8289095-SINOBALSA SA-PT-TIBA HAPAG BK 6","D","0012227463","AG. NORTE","700.29","105,955.40"
17/10/2024,"001055","8287696-SINOBALSA SA-PT-527 ZAMBRANO JH","D","0012220447","AG. NORTE","1,876.06","106,655.69"
17/10/2024,"001055","8288452-SINOBALSA SA-PT-541 VERA PABLO","D","0012227368","AG. NORTE","1,517.60","108,531.75"
17/10/2024,"001055","8288832-SINOBALSA SA-PT-TURNO 4X40 BLAS","D","0012227273","AG. NORTE","48.30","110,049.35"
17/10/2024,"001055","08274118-COSTO IVA CASH-PT-099323326900","D","0002853143","AG. NORTE","0.05","110,097.65"
17/10/2024,"001055","08274118-COSTO OPER CASH-PT-099323326900","D","0002853025","AG. NORTE","0.36","110,097.70"
17/10/2024,"001055","08273988-COSTO IVA CASH-PT-099323326900","D","0002852848","AG. NORTE","0.05","110,098.06"
17/10/2024,"001055","08273988-COSTO OPER CASH-PT-099323326900","D","0002850868","AG. NORTE","0.36","110,098.11"
17/10/2024,"001055","08273652-COSTO IVA CASH-PT-099323326900","D","0002850705","AG. NORTE","0.05","110,098.47"
17/10/2024,"001055","08273652-COSTO OPER CASH-PT-099323326900","D","0002852604","AG. NORTE","0.36","110,098.52"
17/10/2024,"001055","08272082-COSTO IVA CASH-PT-099323326900","D","0002850503","AG. NORTE","0.05","110,098.88"
17/10/2024,"001055","08272082-COSTO OPER CASH-PT-099323326900","D","0002850455","AG. NORTE","0.36","110,098.93"
17/10/2024,"001055","08271894-COSTO IVA CASH-PT-099323326900","D","0002852270","AG. NORTE","0.05","110,099.29"
17/10/2024,"001055","08271894-COSTO OPER CASH-PT-099323326900","D","0002852227","AG. NORTE","0.36","110,099.34"
17/10/2024,"001055","08195674-COSTO IVA CASH-PT-099323326900","D","0002852082","AG. NORTE","0.05","110,099.70"
17/10/2024,"001055","08195674-COSTO OPER CASH-PT-099323326900","D","0002850095","AG. NORTE","0.36","110,099.75"
17/10/2024,"001055","08133162-COSTO IVA CASH-PT-099323326900","D","0002849923","AG. NORTE","0.05","110,100.11"
17/10/2024,"001055","08133162-COSTO OPER CASH-PT-099323326900","D","0002849871","AG. NORTE","0.36","110,100.16"
17/10/2024,"001055","08132826-COSTO IVA CASH-PT-099323326900","D","0002851655","AG. NORTE","0.05","110,100.52"
17/10/2024,"001055","08132826-COSTO OPER CASH-PT-099323326900","D","0002851617","AG. NORTE","0.36","110,100.57"
17/10/2024,"001055","07972023-COSTO IVA CASH-PT-099323326900","D","0002851466","AG. NORTE","0.05","110,100.93"
17/10/2024,"001055","07972023-COSTO OPER CASH-PT-099323326900","D","0002849468","AG. NORTE","0.36","110,100.98"
16/10/2024,"001055","8273652-SINOBALSA SA-PT-INTERQUIMEC OCT","D","0036978903","AG. NORTE","2,517.35","110,101.34"
16/10/2024,"001055","8132826-SINOBALSA SA-PT-526 VERA PABLO","D","0036972520","AG. NORTE","2,431.95","112,618.69"
16/10/2024,"001055","8195674-SINOBALSA SA-PT-533 LOPEZ DANNY","D","0036971984","AG. NORTE","925.70","115,050.64"
16/10/2024,"001055","8133162-SINOBALSA SA-PT-528 CHICHANDE A","D","0036977348","AG. NORTE","2,397.84","115,976.34"
16/10/2024,"001055","8271894-SINOBALSA SA-PT-537 MOYAN FERNA","D","0036971606","AG. NORTE","2,196.48","118,374.18"
16/10/2024,"001055","8273988-SINOBALSA SA-PT-TRANSP 2X40 F11","D","0036960062","AG. NORTE","440.00","120,570.66"
16/10/2024,"001055","8274118-SINOBALSA SA-PT-CERTIF COMEX Y","D","0036965752","AG. NORTE","63.18","121,010.66"
16/10/2024,"001055","8272082-SINOBALSA SA-PT-534 MOYAN FERNA","D","0036965569","AG. NORTE","2,239.52","121,073.84"
16/10/2024,"001055","7972023-SINOBALSA SA-PT-MAMBA WOOD F97","D","0036963299","AG. NORTE","25,945.92","123,313.36"
15/10/2024,"001055","08195194-COSTO IVA CASH-PT-099323326900","D","0003708966","AG. NORTE","0.05","149,259.28"
15/10/2024,"001055","08195194-COSTO OPER CASH-PT-099323326900","D","0003708861","AG. NORTE","0.36","149,259.33"
15/10/2024,"001055","08194767-COSTO IVA CASH-PT-099323326900","D","0003708518","AG. NORTE","0.05","149,259.69"
15/10/2024,"001055","08194767-COSTO OPER CASH-PT-099323326900","D","0003708425","AG. NORTE","0.36","149,259.74"
15/10/2024,"001055","08179096-COSTO IVA CASH-PT-099323326900","D","0003708056","AG. NORTE","0.05","149,260.10"
15/10/2024,"001055","08179096-COSTO OPER CASH-PT-099323326900","D","0003705987","AG. NORTE","0.36","149,260.15"
15/10/2024,"001055","08141591-COSTO IVA CASH-PT-099323326900","D","0003707614","AG. NORTE","0.05","149,260.51"
15/10/2024,"001055","08141591-COSTO OPER CASH-PT-099323326900","D","0003703115","AG. NORTE","0.36","149,260.56"
15/10/2024,"001055","08104577-COSTO IVA CASH-PT-099323326900","D","0003702741","AG. NORTE","0.11","149,260.92"
15/10/2024,"001055","08104577-COSTO OPER CASH-PT-099323326900","D","0003702621","AG. NORTE","0.76","149,261.03"
15/10/2024,"001055","08097492-COSTO IVA CASH-PT-099323326900","D","0003704667","AG. NORTE","0.11","149,261.79"
15/10/2024,"001055","08097492-COSTO OPER CASH-PT-099323326900","D","0003702169","AG. NORTE","0.76","149,261.90"
14/10/2024,"001055","8194767-SINOBALSA SA-PT-C007 HUANG WENB","D","0308078291","AG. NORTE","1,020.00","149,262.66"
14/10/2024,"001055","8195194-SINOBALSA SA-PT-INTERNET OCTUBR","D","0308083941","AG. NORTE","30.80","150,282.66"
14/10/2024,"001055","8179096-SINOBALSA SA-PT-INTERQUIMEC  oc","D","0281219150","AG. NORTE","2,517.35","150,313.46"
14/10/2024,"001330","08097492-SINOBALSA SA        -522 CASTRO CESA","D","0279207961","LA PIAZZA","461.31","152,830.81"
14/10/2024,"001055","07978784-COSTO IVA CASH-PT-099323326900","D","0010807096","AG. NORTE","0.05","153,292.12"
14/10/2024,"001055","07978784-COSTO OPER CASH-PT-099323326900","D","0010806874","AG. NORTE","0.36","153,292.17"
14/10/2024,"001055","07968266-COSTO IVA CASH-PT-099323326900","D","0010806291","AG. NORTE","0.16","153,292.53"
14/10/2024,"001055","07968266-COSTO OPER CASH-PT-099323326900","D","0010800899","AG. NORTE","1.07","153,292.69"
14/10/2024,"001055","07968147-COSTO IVA CASH-PT-099323326900","D","0010800233","AG. NORTE","0.05","153,293.76"
14/10/2024,"001055","07968147-COSTO OPER CASH-PT-099323326900","D","0010805143","AG. NORTE","0.36","153,293.81"
14/10/2024,"001055","8158268-COSTO IVA CASH-GX-2024101000161589","D","0003990239","AG. NORTE","0.80","153,294.17"
14/10/2024,"001055","COMISION GIROS EXTERIOR","D","0003990175","AG. NORTE","5.36","153,294.97"
14/10/2024,"001045","2024101000161589-8158268-GIRO-EXT","C","0003992069","AG. NORTE","131,475.00","153,300.33"
14/10/2024,"001055","08142495-COSTO IVA CASH-PT-099323326900","D","0003364224","AG. NORTE","0.05","21,825.33"
14/10/2024,"001055","08142495-COSTO OPER CASH-PT-099323326900","D","0003364166","AG. NORTE","0.36","21,825.38"
14/10/2024,"001055","08141403-COSTO IVA CASH-PT-099323326900","D","0003364052","AG. NORTE","0.05","21,825.74"
14/10/2024,"001055","08141403-COSTO OPER CASH-PT-099323326900","D","0003363997","AG. NORTE","0.36","21,825.79"
14/10/2024,"001055","08140222-COSTO IVA CASH-PT-099323326900","D","0003363803","AG. NORTE","0.05","21,826.15"
14/10/2024,"001055","08140222-COSTO OPER CASH-PT-099323326900","D","0003362282","AG. NORTE","0.36","21,826.20"
14/10/2024,"001055","08139280-COSTO IVA CASH-PT-099323326900","D","0003363533","AG. NORTE","0.05","21,826.56"
14/10/2024,"001055","08139280-COSTO OPER CASH-PT-099323326900","D","0003363453","AG. NORTE","0.36","21,826.61"
14/10/2024,"001055","08134851-COSTO IVA CASH-PT-099323326900","D","0003363256","AG. NORTE","0.05","21,826.97"
14/10/2024,"001055","08134851-COSTO OPER CASH-PT-099323326900","D","0003363074","AG. NORTE","0.36","21,827.02"
14/10/2024,"001055","08134632-COSTO IVA CASH-PT-099323326900","D","0003361530","AG. NORTE","0.05","21,827.38"
14/10/2024,"001055","08134632-COSTO OPER CASH-PT-099323326900","D","0003362745","AG. NORTE","0.36","21,827.43"
14/10/2024,"001055","08133528-COSTO IVA CASH-PT-099323326900","D","0003361212","AG. NORTE","0.05","21,827.79"
14/10/2024,"001055","08133528-COSTO OPER CASH-PT-099323326900","D","0003360042","AG. NORTE","0.36","21,827.84"
14/10/2024,"001055","08113124-COSTO IVA CASH-PT-099323326900","D","0003359808","AG. NORTE","0.05","21,828.20"
14/10/2024,"001055","08113124-COSTO OPER CASH-PT-099323326900","D","0003360927","AG. NORTE","0.36","21,828.25"
10/10/2024,"001055","8141403-SINOBALSA SA-PT-499 moyan ferna","D","0062298961","AG. NORTE","2,893.75","21,828.61"
10/10/2024,"001055","8141591-SINOBALSA SA-PT-PORTEO TPG 2X40","D","0062297831","AG. NORTE","262.81","24,722.36"
10/10/2024,"001055","8140222-SINOBALSA SA-PT-508 lino jared","D","0062308410","AG. NORTE","633.79","24,985.17"
10/10/2024,"001055","8139280-SINOBALSA SA-PT-517 lino jared","D","0062308079","AG. NORTE","2,109.58","25,618.96"
10/10/2024,"001055","8133528-SINOBALSA SA-PT-502 LOPEZ DANNY","D","0062307713","AG. NORTE","1,080.31","27,728.54"
10/10/2024,"001055","8142495-SINOBALSA SA-PT-maribel octubre","D","0062297922","AG. NORTE","700.00","28,808.85"
10/10/2024,"001055","8134632-SINOBALSA SA-PT-L011 BREILH MAR","D","0062307365","AG. NORTE","991.38","29,508.85"
10/10/2024,"001055","8134851-SINOBALSA SA-PT-L009 BREILH MAR","D","0062297645","AG. NORTE","860.70","30,500.23"
10/10/2024,"001045","08145274-CONDOREXPLOTAR-PT-099323326900","C","0061540630","AG. NORTE","30,000.00","31,360.93"
10/10/2024,"001055","8113124-SINOBALSA SA-PT-TURNOS TERCON 2","D","0012536441","AG. NORTE","90.42","1,360.93"
10/10/2024,"001055","08102425-COSTO IVA CASH-PT-099323326900","D","0002941338","AG. NORTE","0.05","1,451.35"
10/10/2024,"001055","08102425-COSTO OPER CASH-PT-099323326900","D","0002941280","AG. NORTE","0.36","1,451.40"
10/10/2024,"001055","08101607-COSTO IVA CASH-PT-099323326900","D","0002938639","AG. NORTE","0.05","1,451.76"
10/10/2024,"001055","08101607-COSTO OPER CASH-PT-099323326900","D","0002938577","AG. NORTE","0.36","1,451.81"
10/10/2024,"001055","08100856-COSTO IVA CASH-PT-099323326900","D","0002938391","AG. NORTE","0.05","1,452.17"
10/10/2024,"001055","08100856-COSTO OPER CASH-PT-099323326900","D","0002940848","AG. NORTE","0.36","1,452.22"
10/10/2024,"001055","08100402-COSTO IVA CASH-PT-099323326900","D","0002940658","AG. NORTE","0.05","1,452.58"
10/10/2024,"001055","08100402-COSTO OPER CASH-PT-099323326900","D","0002940590","AG. NORTE","0.36","1,452.63"
10/10/2024,"001055","08100316-COSTO IVA CASH-PT-099323326900","D","0002940419","AG. NORTE","0.05","1,452.99"
10/10/2024,"001055","08100316-COSTO OPER CASH-PT-099323326900","D","0002940359","AG. NORTE","0.36","1,453.04"
10/10/2024,"001055","08100118-COSTO IVA CASH-PT-099323326900","D","0002940161","AG. NORTE","0.05","1,453.40"
10/10/2024,"001055","08100118-COSTO OPER CASH-PT-099323326900","D","0002940103","AG. NORTE","0.36","1,453.45"
10/10/2024,"001055","08099912-COSTO IVA CASH-PT-099323326900","D","0002939860","AG. NORTE","0.05","1,453.81"
10/10/2024,"001055","08099912-COSTO OPER CASH-PT-099323326900","D","0002939796","AG. NORTE","0.36","1,453.86"
10/10/2024,"001055","08099413-COSTO IVA CASH-PT-099323326900","D","0002934490","AG. NORTE","0.05","1,454.22"
10/10/2024,"001055","08099413-COSTO OPER CASH-PT-099323326900","D","0002934438","AG. NORTE","0.36","1,454.27"
10/10/2024,"001055","08098688-COSTO IVA CASH-PT-099323326900","D","0002934248","AG. NORTE","0.05","1,454.63"
10/10/2024,"001055","08098688-COSTO OPER CASH-PT-099323326900","D","0002934180","AG. NORTE","0.36","1,454.68"
10/10/2024,"001055","08098498-COSTO IVA CASH-PT-099323326900","D","0002933900","AG. NORTE","0.05","1,455.04"
10/10/2024,"001055","08098498-COSTO OPER CASH-PT-099323326900","D","0002936375","AG. NORTE","0.36","1,455.09"
10/10/2024,"001055","08098370-COSTO IVA CASH-PT-099323326900","D","0002933708","AG. NORTE","0.05","1,455.45"
10/10/2024,"001055","08098370-COSTO OPER CASH-PT-099323326900","D","0002933631","AG. NORTE","0.36","1,455.50"
10/10/2024,"001055","08097647-COSTO IVA CASH-PT-099323326900","D","0002935945","AG. NORTE","0.05","1,455.86"
10/10/2024,"001055","08097647-COSTO OPER CASH-PT-099323326900","D","0002933399","AG. NORTE","0.36","1,455.91"
10/10/2024,"001055","08097578-COSTO IVA CASH-PT-099323326900","D","0002935763","AG. NORTE","0.05","1,456.27"
10/10/2024,"001055","08097578-COSTO OPER CASH-PT-099323326900","D","0002935693","AG. NORTE","0.36","1,456.32"
10/10/2024,"001055","08097044-COSTO IVA CASH-PT-099323326900","D","0002932973","AG. NORTE","0.05","1,456.68"
10/10/2024,"001055","08097044-COSTO OPER CASH-PT-099323326900","D","0002932919","AG. NORTE","0.36","1,456.73"
10/10/2024,"001055","08085977-COSTO IVA CASH-PT-099323326900","D","0002932731","AG. NORTE","0.05","1,457.09"
